time_step [s] = stop-time [s] = time [s]	separation [m]	mean speed [m/s]
2.132000e-11	4.236474e-10	2.098639e+02
2.133000e-11	4.236653e-10	2.100175e+02
2.134000e-11	4.236528e-10	2.101415e+02
2.135000e-11	4.236157e-10	2.102420e+02
2.136000e-11	4.236973e-10	2.103030e+02
2.137000e-11	4.236826e-10	2.103036e+02
2.138000e-11	4.237021e-10	2.102352e+02
2.139000e-11	4.236866e-10	2.101359e+02
2.140000e-11	4.236939e-10	2.100305e+02
2.141000e-11	4.237299e-10	2.099447e+02
2.142000e-11	4.235629e-10	2.098862e+02
2.143000e-11	4.235860e-10	2.098464e+02
2.144000e-11	4.235644e-10	2.097959e+02
2.145000e-11	4.235158e-10	2.097720e+02
2.146000e-11	4.235072e-10	2.097774e+02
2.147000e-11	4.235115e-10	2.098084e+02
2.148000e-11	4.234926e-10	2.098430e+02
2.149000e-11	4.235894e-10	2.098828e+02
2.150000e-11	4.237147e-10	2.099225e+02
2.151000e-11	4.238886e-10	2.099895e+02
2.152000e-11	4.238131e-10	2.100834e+02
2.153000e-11	4.238639e-10	2.101769e+02
2.154000e-11	4.239146e-10	2.102805e+02
2.155000e-11	4.239293e-10	2.103791e+02
2.156000e-11	4.239370e-10	2.104736e+02
2.157000e-11	4.239965e-10	2.105525e+02
2.158000e-11	4.240250e-10	2.105738e+02
2.159000e-11	4.239567e-10	2.105021e+02
2.160000e-11	4.239394e-10	2.104097e+02
2.161000e-11	4.238599e-10	2.102695e+02
2.162000e-11	4.239244e-10	2.100981e+02
2.163000e-11	4.239614e-10	2.099010e+02
2.164000e-11	4.238135e-10	2.096988e+02
2.165000e-11	4.238188e-10	2.095461e+02
2.166000e-11	4.238599e-10	2.094846e+02
2.167000e-11	4.238892e-10	2.094872e+02
2.168000e-11	4.238175e-10	2.095419e+02
2.169000e-11	4.237772e-10	2.096336e+02
2.170000e-11	4.238163e-10	2.097175e+02
2.171000e-11	4.237728e-10	2.097946e+02
2.172000e-11	4.237635e-10	2.098276e+02
2.173000e-11	4.237076e-10	2.098526e+02
2.174000e-11	4.237785e-10	2.098439e+02
2.175000e-11	4.237424e-10	2.097782e+02
2.176000e-11	4.237761e-10	2.096674e+02
2.177000e-11	4.237020e-10	2.095243e+02
2.178000e-11	4.236114e-10	2.093282e+02
2.179000e-11	4.235094e-10	2.090420e+02
2.180000e-11	4.234507e-10	2.087254e+02
2.181000e-11	4.234862e-10	2.084082e+02
2.182000e-11	4.234466e-10	2.081220e+02
2.183000e-11	4.234719e-10	2.078936e+02
2.184000e-11	4.236391e-10	2.077256e+02
2.185000e-11	4.236444e-10	2.076243e+02
2.186000e-11	4.236516e-10	2.076082e+02
2.187000e-11	4.238059e-10	2.076853e+02
2.188000e-11	4.236149e-10	2.078351e+02
2.189000e-11	4.236958e-10	2.080369e+02
2.190000e-11	4.237309e-10	2.082954e+02
2.191000e-11	4.236948e-10	2.085375e+02
2.192000e-11	4.237685e-10	2.087471e+02
2.193000e-11	4.237657e-10	2.088965e+02
2.194000e-11	4.237685e-10	2.090396e+02
2.195000e-11	4.237553e-10	2.091906e+02
2.196000e-11	4.237582e-10	2.093507e+02
2.197000e-11	4.238912e-10	2.095252e+02
2.198000e-11	4.239576e-10	2.097189e+02
2.199000e-11	4.239053e-10	2.098927e+02
2.200000e-11	4.239512e-10	2.100762e+02
2.201000e-11	4.239771e-10	2.102371e+02
2.202000e-11	4.239968e-10	2.103445e+02
2.203000e-11	4.240484e-10	2.104094e+02
2.204000e-11	4.241786e-10	2.104014e+02
2.205000e-11	4.241673e-10	2.103137e+02
2.206000e-11	4.241138e-10	2.101824e+02
2.207000e-11	4.241302e-10	2.100172e+02
2.208000e-11	4.240992e-10	2.098199e+02
2.209000e-11	4.240353e-10	2.095811e+02
2.210000e-11	4.238692e-10	2.093476e+02
2.211000e-11	4.238580e-10	2.091389e+02
2.212000e-11	4.237380e-10	2.089467e+02
2.213000e-11	4.235839e-10	2.088212e+02
2.214000e-11	4.236523e-10	2.087539e+02
2.215000e-11	4.237096e-10	2.086896e+02
2.216000e-11	4.236137e-10	2.086505e+02
2.217000e-11	4.235223e-10	2.086119e+02
2.218000e-11	4.234504e-10	2.085503e+02
2.219000e-11	4.233386e-10	2.084475e+02
2.220000e-11	4.233381e-10	2.083015e+02
2.221000e-11	4.233266e-10	2.080991e+02
2.222000e-11	4.233261e-10	2.078794e+02
2.223000e-11	4.233681e-10	2.076620e+02
2.224000e-11	4.233612e-10	2.074762e+02
2.225000e-11	4.233283e-10	2.072959e+02
2.226000e-11	4.232333e-10	2.071015e+02
2.227000e-11	4.232098e-10	2.068873e+02
2.228000e-11	4.232738e-10	2.067115e+02
2.229000e-11	4.232733e-10	2.066152e+02
2.230000e-11	4.232533e-10	2.065752e+02
2.231000e-11	4.231305e-10	2.065721e+02
2.232000e-11	4.230921e-10	2.065965e+02
2.233000e-11	4.231153e-10	2.066670e+02
2.234000e-11	4.231581e-10	2.067438e+02
2.235000e-11	4.230972e-10	2.068260e+02
2.236000e-11	4.230660e-10	2.069114e+02
2.237000e-11	4.231196e-10	2.069939e+02
2.238000e-11	4.230165e-10	2.070720e+02
2.239000e-11	4.229779e-10	2.071479e+02
2.240000e-11	4.228483e-10	2.072149e+02
2.241000e-11	4.230183e-10	2.072730e+02
2.242000e-11	4.229048e-10	2.073125e+02
2.243000e-11	4.228586e-10	2.072699e+02
2.244000e-11	4.228547e-10	2.071952e+02
2.245000e-11	4.228628e-10	2.071026e+02
2.246000e-11	4.229230e-10	2.069920e+02
2.247000e-11	4.229101e-10	2.068690e+02
2.248000e-11	4.229556e-10	2.067500e+02
2.249000e-11	4.231476e-10	2.066272e+02
2.250000e-11	4.232184e-10	2.065052e+02
2.251000e-11	4.232828e-10	2.063736e+02
2.252000e-11	4.233284e-10	2.062444e+02
2.253000e-11	4.233829e-10	2.061523e+02
2.254000e-11	4.233773e-10	2.060504e+02
2.255000e-11	4.233636e-10	2.059816e+02
2.256000e-11	4.234128e-10	2.058988e+02
2.257000e-11	4.233256e-10	2.057854e+02
2.258000e-11	4.232865e-10	2.056668e+02
2.259000e-11	4.231923e-10	2.055283e+02
2.260000e-11	4.230777e-10	2.053993e+02
2.261000e-11	4.230635e-10	2.053038e+02
2.262000e-11	4.231073e-10	2.052542e+02
2.263000e-11	4.231453e-10	2.052358e+02
2.264000e-11	4.231511e-10	2.052268e+02
2.265000e-11	4.231554e-10	2.052489e+02
2.266000e-11	4.231762e-10	2.053001e+02
2.267000e-11	4.233166e-10	2.053325e+02
2.268000e-11	4.232822e-10	2.053665e+02
2.269000e-11	4.232762e-10	2.054285e+02
2.270000e-11	4.233188e-10	2.055452e+02
2.271000e-11	4.232838e-10	2.057858e+02
2.272000e-11	4.232836e-10	2.061725e+02
2.273000e-11	4.232983e-10	2.066973e+02
2.274000e-11	4.233031e-10	2.072448e+02
2.275000e-11	4.233584e-10	2.077711e+02
2.276000e-11	4.234036e-10	2.082426e+02
2.277000e-11	4.235368e-10	2.086774e+02
2.278000e-11	4.236060e-10	2.090554e+02
2.279000e-11	4.236169e-10	2.093762e+02
2.280000e-11	4.237311e-10	2.095806e+02
2.281000e-11	4.237518e-10	2.096671e+02
2.282000e-11	4.238038e-10	2.096680e+02
2.283000e-11	4.238930e-10	2.096108e+02
2.284000e-11	4.239821e-10	2.094914e+02
2.285000e-11	4.239356e-10	2.093401e+02
2.286000e-11	4.239434e-10	2.091986e+02
2.287000e-11	4.240156e-10	2.090930e+02
2.288000e-11	4.239798e-10	2.090112e+02
2.289000e-11	4.239149e-10	2.089094e+02
2.290000e-11	4.239085e-10	2.087411e+02
2.291000e-11	4.240933e-10	2.085044e+02
2.292000e-11	4.241608e-10	2.082440e+02
2.293000e-11	4.241888e-10	2.079242e+02
2.294000e-11	4.241399e-10	2.076002e+02
2.295000e-11	4.241407e-10	2.072686e+02
2.296000e-11	4.240918e-10	2.069793e+02
2.297000e-11	4.241809e-10	2.067869e+02
2.298000e-11	4.240485e-10	2.067977e+02
2.299000e-11	4.240917e-10	2.069723e+02
2.300000e-11	4.240190e-10	2.072328e+02
2.301000e-11	4.240182e-10	2.075084e+02
2.302000e-11	4.241206e-10	2.077663e+02
2.303000e-11	4.240303e-10	2.079934e+02
2.304000e-11	4.239960e-10	2.081936e+02
2.305000e-11	4.240237e-10	2.083775e+02
2.306000e-11	4.239489e-10	2.085043e+02
2.307000e-11	4.238993e-10	2.086097e+02
2.308000e-11	4.239827e-10	2.086526e+02
2.309000e-11	4.240102e-10	2.086276e+02
2.310000e-11	4.238464e-10	2.085707e+02
2.311000e-11	4.237437e-10	2.084740e+02
2.312000e-11	4.236908e-10	2.083714e+02
2.313000e-11	4.235922e-10	2.082534e+02
2.314000e-11	4.235862e-10	2.080843e+02
2.315000e-11	4.235784e-10	2.078335e+02
2.316000e-11	4.234810e-10	2.075417e+02
2.317000e-11	4.234180e-10	2.072093e+02
2.318000e-11	4.233522e-10	2.069168e+02
2.319000e-11	4.233682e-10	2.067050e+02
2.320000e-11	4.232471e-10	2.065828e+02
2.321000e-11	4.232299e-10	2.065409e+02
2.322000e-11	4.230956e-10	2.065386e+02
2.323000e-11	4.230396e-10	2.065537e+02
2.324000e-11	4.229566e-10	2.066209e+02
2.325000e-11	4.229614e-10	2.067346e+02
2.326000e-11	4.228904e-10	2.068532e+02
2.327000e-11	4.229069e-10	2.069642e+02
2.328000e-11	4.229529e-10	2.070639e+02
2.329000e-11	4.229795e-10	2.071594e+02
2.330000e-11	4.230734e-10	2.072569e+02
2.331000e-11	4.229697e-10	2.073293e+02
2.332000e-11	4.230075e-10	2.073478e+02
2.333000e-11	4.229243e-10	2.072963e+02
2.334000e-11	4.229605e-10	2.071886e+02
2.335000e-11	4.228499e-10	2.070233e+02
2.336000e-11	4.227675e-10	2.068402e+02
2.337000e-11	4.226944e-10	2.066637e+02
2.338000e-11	4.227491e-10	2.065065e+02
2.339000e-11	4.227241e-10	2.063926e+02
2.340000e-11	4.226711e-10	2.063163e+02
2.341000e-11	4.226377e-10	2.062738e+02
2.342000e-11	4.226057e-10	2.062567e+02
2.343000e-11	4.226472e-10	2.062223e+02
2.344000e-11	4.226732e-10	2.061732e+02
2.345000e-11	4.226280e-10	2.060921e+02
2.346000e-11	4.225547e-10	2.059443e+02
2.347000e-11	4.225676e-10	2.057774e+02
2.348000e-11	4.225919e-10	2.056165e+02
2.349000e-11	4.226360e-10	2.055016e+02
2.350000e-11	4.225882e-10	2.054012e+02
2.351000e-11	4.225353e-10	2.053257e+02
2.352000e-11	4.225632e-10	2.052821e+02
2.353000e-11	4.227136e-10	2.052613e+02
2.354000e-11	4.227866e-10	2.052627e+02
2.355000e-11	4.228222e-10	2.053070e+02
2.356000e-11	4.228812e-10	2.054102e+02
2.357000e-11	4.229933e-10	2.055434e+02
2.358000e-11	4.229619e-10	2.056541e+02
2.359000e-11	4.228058e-10	2.057864e+02
2.360000e-11	4.227742e-10	2.059220e+02
2.361000e-11	4.227518e-10	2.060240e+02
2.362000e-11	4.227925e-10	2.061057e+02
2.363000e-11	4.228351e-10	2.061905e+02
2.364000e-11	4.227813e-10	2.062814e+02
2.365000e-11	4.227221e-10	2.063921e+02
2.366000e-11	4.226426e-10	2.064783e+02
2.367000e-11	4.225969e-10	2.065570e+02
2.368000e-11	4.226632e-10	2.066569e+02
2.369000e-11	4.227302e-10	2.067669e+02
2.370000e-11	4.228327e-10	2.068799e+02
2.371000e-11	4.227832e-10	2.069845e+02
2.372000e-11	4.227919e-10	2.070692e+02
2.373000e-11	4.228371e-10	2.071119e+02
2.374000e-11	4.229221e-10	2.071263e+02
2.375000e-11	4.228746e-10	2.071355e+02
2.376000e-11	4.230478e-10	2.071555e+02
2.377000e-11	4.231068e-10	2.071852e+02
2.378000e-11	4.230809e-10	2.072399e+02
2.379000e-11	4.230675e-10	2.072866e+02
2.380000e-11	4.231136e-10	2.073148e+02
2.381000e-11	4.231435e-10	2.073249e+02
2.382000e-11	4.232169e-10	2.073271e+02
2.383000e-11	4.232479e-10	2.073602e+02
2.384000e-11	4.232935e-10	2.074365e+02
2.385000e-11	4.233670e-10	2.075255e+02
2.386000e-11	4.234668e-10	2.076206e+02
2.387000e-11	4.235549e-10	2.076980e+02
2.388000e-11	4.236115e-10	2.077672e+02
2.389000e-11	4.235613e-10	2.077983e+02
2.390000e-11	4.235848e-10	2.077656e+02
2.391000e-11	4.236773e-10	2.076822e+02
2.392000e-11	4.236098e-10	2.075719e+02
2.393000e-11	4.236845e-10	2.074406e+02
2.394000e-11	4.236114e-10	2.072603e+02
2.395000e-11	4.235831e-10	2.070680e+02
2.396000e-11	4.236131e-10	2.068716e+02
2.397000e-11	4.236641e-10	2.066761e+02
2.398000e-11	4.236036e-10	2.065026e+02
2.399000e-11	4.236682e-10	2.063709e+02
2.400000e-11	4.236575e-10	2.063096e+02
2.401000e-11	4.235413e-10	2.063148e+02
2.402000e-11	4.234470e-10	2.063470e+02
2.403000e-11	4.236776e-10	2.063924e+02
2.404000e-11	4.236099e-10	2.064124e+02
2.405000e-11	4.236437e-10	2.064053e+02
2.406000e-11	4.236468e-10	2.064032e+02
2.407000e-11	4.236189e-10	2.064061e+02
2.408000e-11	4.237008e-10	2.064770e+02
2.409000e-11	4.237202e-10	2.065832e+02
2.410000e-11	4.236653e-10	2.069993e+02
2.411000e-11	4.234068e-10	2.077200e+02
2.412000e-11	4.231654e-10	2.082124e+02
2.413000e-11	4.231377e-10	2.085061e+02
2.414000e-11	4.231478e-10	2.087538e+02
2.415000e-11	4.231405e-10	2.090899e+02
2.416000e-11	4.231501e-10	2.093213e+02
2.417000e-11	4.233245e-10	2.094991e+02
2.418000e-11	4.232873e-10	2.096295e+02
2.419000e-11	4.232980e-10	2.097009e+02
2.420000e-11	4.233218e-10	2.096939e+02
2.421000e-11	4.233145e-10	2.095721e+02
2.422000e-11	4.232676e-10	2.094534e+02
2.423000e-11	4.233661e-10	2.093473e+02
2.424000e-11	4.233913e-10	2.091281e+02
2.425000e-11	4.234418e-10	2.088664e+02
2.426000e-11	4.234151e-10	2.085930e+02
2.427000e-11	4.234121e-10	2.082775e+02
2.428000e-11	4.233966e-10	2.079273e+02
2.429000e-11	4.233950e-10	2.075644e+02
2.430000e-11	4.232475e-10	2.072471e+02
2.431000e-11	4.231715e-10	2.070178e+02
2.432000e-11	4.231545e-10	2.068839e+02
2.433000e-11	4.230089e-10	2.068464e+02
2.434000e-11	4.229296e-10	2.068421e+02
2.435000e-11	4.229672e-10	2.068394e+02
2.436000e-11	4.231177e-10	2.068604e+02
2.437000e-11	4.231266e-10	2.069017e+02
2.438000e-11	4.231335e-10	2.069801e+02
2.439000e-11	4.230189e-10	2.071007e+02
2.440000e-11	4.229900e-10	2.072724e+02
2.441000e-11	4.230660e-10	2.074567e+02
2.442000e-11	4.230966e-10	2.076443e+02
2.443000e-11	4.232341e-10	2.077987e+02
2.444000e-11	4.231864e-10	2.078706e+02
2.445000e-11	4.232215e-10	2.078692e+02
2.446000e-11	4.232027e-10	2.077892e+02
2.447000e-11	4.231002e-10	2.076364e+02
2.448000e-11	4.229971e-10	2.074340e+02
2.449000e-11	4.229671e-10	2.072211e+02
2.450000e-11	4.228104e-10	2.070068e+02
2.451000e-11	4.228239e-10	2.067851e+02
2.452000e-11	4.229319e-10	2.065387e+02
2.453000e-11	4.229104e-10	2.062782e+02
2.454000e-11	4.228780e-10	2.060123e+02
2.455000e-11	4.229686e-10	2.057974e+02
2.456000e-11	4.228237e-10	2.056915e+02
2.457000e-11	4.228364e-10	2.056724e+02
2.458000e-11	4.228424e-10	2.057515e+02
2.459000e-11	4.229364e-10	2.059330e+02
2.460000e-11	4.230711e-10	2.062010e+02
2.461000e-11	4.231224e-10	2.064791e+02
2.462000e-11	4.232288e-10	2.068008e+02
2.463000e-11	4.233291e-10	2.071669e+02
2.464000e-11	4.233540e-10	2.075461e+02
2.465000e-11	4.233745e-10	2.078619e+02
2.466000e-11	4.234573e-10	2.081168e+02
2.467000e-11	4.232567e-10	2.082756e+02
2.468000e-11	4.233432e-10	2.083629e+02
2.469000e-11	4.233530e-10	2.084370e+02
2.470000e-11	4.234375e-10	2.084230e+02
2.471000e-11	4.233461e-10	2.083533e+02
2.472000e-11	4.233337e-10	2.081912e+02
2.473000e-11	4.233515e-10	2.079446e+02
2.474000e-11	4.234219e-10	2.076489e+02
2.475000e-11	4.233424e-10	2.073352e+02
2.476000e-11	4.232610e-10	2.070733e+02
2.477000e-11	4.231930e-10	2.069277e+02
2.478000e-11	4.231113e-10	2.069172e+02
2.479000e-11	4.230894e-10	2.070393e+02
2.480000e-11	4.230665e-10	2.072581e+02
2.481000e-11	4.231403e-10	2.074515e+02
2.482000e-11	4.230799e-10	2.076487e+02
2.483000e-11	4.230608e-10	2.078392e+02
2.484000e-11	4.231320e-10	2.080387e+02
2.485000e-11	4.231844e-10	2.081877e+02
2.486000e-11	4.231617e-10	2.083178e+02
2.487000e-11	4.231780e-10	2.084224e+02
2.488000e-11	4.230879e-10	2.085310e+02
2.489000e-11	4.231104e-10	2.086209e+02
2.490000e-11	4.231509e-10	2.087077e+02
2.491000e-11	4.231238e-10	2.087947e+02
2.492000e-11	4.231277e-10	2.088208e+02
2.493000e-11	4.231299e-10	2.088222e+02
2.494000e-11	4.231323e-10	2.088112e+02
2.495000e-11	4.232877e-10	2.088082e+02
2.496000e-11	4.232767e-10	2.088055e+02
2.497000e-11	4.232659e-10	2.087968e+02
2.498000e-11	4.233305e-10	2.087676e+02
2.499000e-11	4.233485e-10	2.087156e+02
2.500000e-11	4.233076e-10	2.086253e+02
2.501000e-11	4.233308e-10	2.084801e+02
2.502000e-11	4.234599e-10	2.082676e+02
2.503000e-11	4.234842e-10	2.080140e+02
2.504000e-11	4.234285e-10	2.078135e+02
2.505000e-11	4.233295e-10	2.076980e+02
2.506000e-11	4.232727e-10	2.076709e+02
2.507000e-11	4.232385e-10	2.077241e+02
2.508000e-11	4.232360e-10	2.077654e+02
2.509000e-11	4.232465e-10	2.077781e+02
2.510000e-11	4.232950e-10	2.077712e+02
2.511000e-11	4.232695e-10	2.077638e+02
2.512000e-11	4.233103e-10	2.077103e+02
2.513000e-11	4.232777e-10	2.076368e+02
2.514000e-11	4.232084e-10	2.075577e+02
2.515000e-11	4.230918e-10	2.074652e+02
2.516000e-11	4.230809e-10	2.073814e+02
2.517000e-11	4.231255e-10	2.074306e+02
2.518000e-11	4.231553e-10	2.075438e+02
2.519000e-11	4.230324e-10	2.076978e+02
2.520000e-11	4.230511e-10	2.078619e+02
2.521000e-11	4.231661e-10	2.080359e+02
2.522000e-11	4.231582e-10	2.081780e+02
2.523000e-11	4.230905e-10	2.083245e+02
2.524000e-11	4.231047e-10	2.084802e+02
2.525000e-11	4.230733e-10	2.086540e+02
2.526000e-11	4.230322e-10	2.088106e+02
2.527000e-11	4.231108e-10	2.089499e+02
2.528000e-11	4.230063e-10	2.090958e+02
2.529000e-11	4.229717e-10	2.092264e+02
2.530000e-11	4.231089e-10	2.093407e+02
2.531000e-11	4.230647e-10	2.094611e+02
2.532000e-11	4.231482e-10	2.095456e+02
2.533000e-11	4.231425e-10	2.096107e+02
2.534000e-11	4.231671e-10	2.096051e+02
2.535000e-11	4.232323e-10	2.095428e+02
2.536000e-11	4.232292e-10	2.095059e+02
2.537000e-11	4.232127e-10	2.095377e+02
2.538000e-11	4.232458e-10	2.096056e+02
2.539000e-11	4.232854e-10	2.096611e+02
2.540000e-11	4.231993e-10	2.095966e+02
2.541000e-11	4.231819e-10	2.094186e+02
2.542000e-11	4.230343e-10	2.091200e+02
2.543000e-11	4.230735e-10	2.087458e+02
2.544000e-11	4.231337e-10	2.083299e+02
2.545000e-11	4.230553e-10	2.079331e+02
2.546000e-11	4.230594e-10	2.075617e+02
2.547000e-11	4.230498e-10	2.072207e+02
2.548000e-11	4.230593e-10	2.069231e+02
2.549000e-11	4.230470e-10	2.066717e+02
2.550000e-11	4.230668e-10	2.065082e+02
2.551000e-11	4.230542e-10	2.064176e+02
2.552000e-11	4.231377e-10	2.064051e+02
2.553000e-11	4.231600e-10	2.064676e+02
2.554000e-11	4.231874e-10	2.065361e+02
2.555000e-11	4.232740e-10	2.065809e+02
2.556000e-11	4.233992e-10	2.066475e+02
2.557000e-11	4.233967e-10	2.067138e+02
2.558000e-11	4.234769e-10	2.067552e+02
2.559000e-11	4.234739e-10	2.067761e+02
2.560000e-11	4.236230e-10	2.067976e+02
2.561000e-11	4.236340e-10	2.067746e+02
2.562000e-11	4.238126e-10	2.067666e+02
2.563000e-11	4.237914e-10	2.067988e+02
2.564000e-11	4.237238e-10	2.068748e+02
2.565000e-11	4.237661e-10	2.069905e+02
2.566000e-11	4.238368e-10	2.071267e+02
2.567000e-11	4.238465e-10	2.072704e+02
2.568000e-11	4.237076e-10	2.073291e+02
2.569000e-11	4.236940e-10	2.072891e+02
2.570000e-11	4.236605e-10	2.071640e+02
2.571000e-11	4.236876e-10	2.069721e+02
2.572000e-11	4.236349e-10	2.067434e+02
2.573000e-11	4.237134e-10	2.064649e+02
2.574000e-11	4.238600e-10	2.061624e+02
2.575000e-11	4.238753e-10	2.058656e+02
2.576000e-11	4.239725e-10	2.055893e+02
2.577000e-11	4.238924e-10	2.053515e+02
2.578000e-11	4.238139e-10	2.051587e+02
2.579000e-11	4.238332e-10	2.050489e+02
2.580000e-11	4.238511e-10	2.050642e+02
2.581000e-11	4.237206e-10	2.051609e+02
2.582000e-11	4.236590e-10	2.052681e+02
2.583000e-11	4.235708e-10	2.053476e+02
2.584000e-11	4.235557e-10	2.054141e+02
2.585000e-11	4.237155e-10	2.054444e+02
2.586000e-11	4.237753e-10	2.054307e+02
2.587000e-11	4.237613e-10	2.053583e+02
2.588000e-11	4.236576e-10	2.052445e+02
2.589000e-11	4.234413e-10	2.050959e+02
2.590000e-11	4.234023e-10	2.049359e+02
2.591000e-11	4.233690e-10	2.047840e+02
2.592000e-11	4.232732e-10	2.046396e+02
2.593000e-11	4.232439e-10	2.044769e+02
2.594000e-11	4.231744e-10	2.043050e+02
2.595000e-11	4.231381e-10	2.041081e+02
2.596000e-11	4.231119e-10	2.039209e+02
2.597000e-11	4.230841e-10	2.036979e+02
2.598000e-11	4.231226e-10	2.034595e+02
2.599000e-11	4.231240e-10	2.032222e+02
2.600000e-11	4.231733e-10	2.030118e+02
2.601000e-11	4.232012e-10	2.028685e+02
2.602000e-11	4.232554e-10	2.027801e+02
2.603000e-11	4.232864e-10	2.027662e+02
2.604000e-11	4.232745e-10	2.028544e+02
2.605000e-11	4.232717e-10	2.030665e+02
2.606000e-11	4.233266e-10	2.033623e+02
2.607000e-11	4.234002e-10	2.037516e+02
2.608000e-11	4.234387e-10	2.042102e+02
2.609000e-11	4.234517e-10	2.047082e+02
2.610000e-11	4.235666e-10	2.052094e+02
2.611000e-11	4.237182e-10	2.056697e+02
2.612000e-11	4.238239e-10	2.060713e+02
2.613000e-11	4.238781e-10	2.064008e+02
2.614000e-11	4.239006e-10	2.066562e+02
2.615000e-11	4.239865e-10	2.068466e+02
2.616000e-11	4.239513e-10	2.072041e+02
2.617000e-11	4.239425e-10	2.074400e+02
2.618000e-11	4.240435e-10	2.075571e+02
2.619000e-11	4.240981e-10	2.075915e+02
2.620000e-11	4.241333e-10	2.075797e+02
2.621000e-11	4.241679e-10	2.075357e+02
2.622000e-11	4.241583e-10	2.074566e+02
2.623000e-11	4.241384e-10	2.073747e+02
2.624000e-11	4.240341e-10	2.072737e+02
2.625000e-11	4.239826e-10	2.071575e+02
2.626000e-11	4.239622e-10	2.070118e+02
2.627000e-11	4.238251e-10	2.068252e+02
2.628000e-11	4.237575e-10	2.065940e+02
2.629000e-11	4.236680e-10	2.063015e+02
2.630000e-11	4.235651e-10	2.060011e+02
2.631000e-11	4.234789e-10	2.057218e+02
2.632000e-11	4.233821e-10	2.055123e+02
2.633000e-11	4.235224e-10	2.053711e+02
2.634000e-11	4.234813e-10	2.052812e+02
2.635000e-11	4.234335e-10	2.052456e+02
2.636000e-11	4.233508e-10	2.052340e+02
2.637000e-11	4.232624e-10	2.052175e+02
2.638000e-11	4.232119e-10	2.052301e+02
2.639000e-11	4.232917e-10	2.052566e+02
2.640000e-11	4.231941e-10	2.052961e+02
2.641000e-11	4.232398e-10	2.053499e+02
2.642000e-11	4.232719e-10	2.053508e+02
2.643000e-11	4.232614e-10	2.052805e+02
2.644000e-11	4.233112e-10	2.051590e+02
2.645000e-11	4.233360e-10	2.050169e+02
2.646000e-11	4.233913e-10	2.048593e+02
2.647000e-11	4.234531e-10	2.046868e+02
2.648000e-11	4.234665e-10	2.045306e+02
2.649000e-11	4.234002e-10	2.043905e+02
2.650000e-11	4.234036e-10	2.042410e+02
2.651000e-11	4.233750e-10	2.040969e+02
2.652000e-11	4.234013e-10	2.039481e+02
2.653000e-11	4.234023e-10	2.038216e+02
2.654000e-11	4.233274e-10	2.037559e+02
2.655000e-11	4.233272e-10	2.037812e+02
2.656000e-11	4.232279e-10	2.038604e+02
2.657000e-11	4.232208e-10	2.039449e+02
2.658000e-11	4.231464e-10	2.040415e+02
2.659000e-11	4.232762e-10	2.041545e+02
2.660000e-11	4.231882e-10	2.042815e+02
2.661000e-11	4.232796e-10	2.043987e+02
2.662000e-11	4.232704e-10	2.045066e+02
2.663000e-11	4.232990e-10	2.046191e+02
2.664000e-11	4.232387e-10	2.047642e+02
2.665000e-11	4.230922e-10	2.049401e+02
2.666000e-11	4.230378e-10	2.051142e+02
2.667000e-11	4.230618e-10	2.052633e+02
2.668000e-11	4.230651e-10	2.053882e+02
2.669000e-11	4.230204e-10	2.054571e+02
2.670000e-11	4.229418e-10	2.054994e+02
2.671000e-11	4.229354e-10	2.055358e+02
2.672000e-11	4.229409e-10	2.055626e+02
2.673000e-11	4.230078e-10	2.056177e+02
2.674000e-11	4.229680e-10	2.057219e+02
2.675000e-11	4.227837e-10	2.058193e+02
2.676000e-11	4.225750e-10	2.059125e+02
2.677000e-11	4.226927e-10	2.061010e+02
2.678000e-11	4.226741e-10	2.063272e+02
2.679000e-11	4.227994e-10	2.065677e+02
2.680000e-11	4.228287e-10	2.068340e+02
2.681000e-11	4.227554e-10	2.071229e+02
2.682000e-11	4.227829e-10	2.073770e+02
2.683000e-11	4.227151e-10	2.076131e+02
2.684000e-11	4.226909e-10	2.077747e+02
2.685000e-11	4.227089e-10	2.078622e+02
2.686000e-11	4.226521e-10	2.078889e+02
2.687000e-11	4.227557e-10	2.078215e+02
2.688000e-11	4.226704e-10	2.077141e+02
2.689000e-11	4.227074e-10	2.076004e+02
2.690000e-11	4.228225e-10	2.074707e+02
2.691000e-11	4.228025e-10	2.073067e+02
2.692000e-11	4.227954e-10	2.070988e+02
2.693000e-11	4.228003e-10	2.068791e+02
2.694000e-11	4.227596e-10	2.066987e+02
2.695000e-11	4.226784e-10	2.065553e+02
2.696000e-11	4.226285e-10	2.064830e+02
2.697000e-11	4.226942e-10	2.064760e+02
2.698000e-11	4.228290e-10	2.065092e+02
2.699000e-11	4.229391e-10	2.065516e+02
2.700000e-11	4.228937e-10	2.066034e+02
2.701000e-11	4.228343e-10	2.066228e+02
2.702000e-11	4.228987e-10	2.066450e+02
2.703000e-11	4.229639e-10	2.066738e+02
2.704000e-11	4.229527e-10	2.067388e+02
2.705000e-11	4.231152e-10	2.068666e+02
2.706000e-11	4.231519e-10	2.070763e+02
2.707000e-11	4.232547e-10	2.073556e+02
2.708000e-11	4.233493e-10	2.076713e+02
2.709000e-11	4.232714e-10	2.079797e+02
2.710000e-11	4.234317e-10	2.082439e+02
2.711000e-11	4.234835e-10	2.084682e+02
2.712000e-11	4.235619e-10	2.086630e+02
