205671,232.16964900000002
205672,209.95561
205673,251.186667
205674,54.994616
205675,123.843749
205676,161.37639099999998
205677,255.677655
205678,313.924102
205679,136.616865
205680,209.96296800000002
205681,177.107915
205682,250.76240499999997
205683,306.063715
205684,224.412388
205685,224.028162
205686,339.93541400000004
205687,63.187248
205688,203.42708000000002
205689,194.442799
205690,278.538287
205691,275.28905299999997
205692,116.130769
205693,219.700673
205694,235.37773900000002
205695,195.521012
205696,192.582134
205697,97.803923
205698,190.092498
205699,248.518408
205700,27.424041
205701,287.84303
205702,86.236536
205703,223.02344700000003
205704,73.013821
205705,38.49734
205706,227.030596
205707,373.362751
205708,113.96683
205709,186.49794599999998
205710,248.994662
205711,186.32024099999998
205712,114.47791000000001
205713,174.690374
205714,261.303808
205715,160.09098
205716,340.329101
205717,102.586798
205718,189.461455
205719,363.249542
205720,219.794194
205721,202.657122
205722,310.314012
205723,255.469062
205724,297.763638
205725,314.247745
205726,340.78204
205727,190.392457
205728,200.339914
205729,227.69795499999998
205730,137.67096999999998
205731,146.008763
205732,40.575688
205733,157.017575
205734,155.506111
205735,166.195549
205736,170.144545
205737,165.953236
205738,263.966777
205739,270.28135499999996
205740,107.502677
205741,235.806045
205742,84.415175
205743,97.530612
205744,203.600585
205745,127.958731
205746,156.298722
205747,40.839711
205748,252.260415
205749,318.78468599999997
205750,220.36241600000002
205751,111.383882
205752,97.48866
205753,311.731144
205754,170.03379099999998
205755,276.081268
205756,78.104722
205757,83.83157800000001
205758,169.325661
205759,312.979927
205760,296.909473
205761,121.66067199999999
205762,49.977942
205763,113.450344
205764,75.04831
205765,303.236062
205766,309.096279
205767,99.506002
205768,265.52317200000005
205769,286.950316
205770,241.03977999999998
205771,209.226676
205772,232.55474700000002
205773,239.754225
205774,272.282617
205775,232.20604100000003
205776,146.060697
205777,213.210797
205778,189.99748400000001
205779,330.072836
205780,319.471314
205781,120.17536399999999
205782,296.305397
205783,306.297598
205784,230.500854
205785,111.766878
205786,95.45845899999999
205787,262.664815
205788,157.100699
205789,239.196506
205790,221.39372000000003
205791,155.2828
205792,309.844981
205793,160.332546
205794,300.236222
205795,302.72896099999997
205796,284.833656
205797,319.938177
205798,297.30398199999996
205799,219.764602
205800,263.32601600000004
205801,187.466056
205802,190.999971
205803,207.554426
205804,188.604135
205805,208.881949
205806,252.238386
205807,213.90337000000002
205808,108.103819
205809,229.628758
205810,166.532322
205811,211.050129
205812,80.060547
205813,23.591303
205814,195.601315
205815,92.459916
205816,252.989884
205817,189.724682
205818,120.998173
205819,284.129543
205820,106.191849
205821,159.139857
205822,259.75793500000003
205823,294.579028
205824,244.289446
205825,212.089879
205826,222.118933
205827,206.33676
205828,319.582285
205829,329.228129
205830,88.25024599999999
205831,144.23048
205832,128.41998700000002
205833,265.94834199999997
205834,252.645229
205835,213.986802
205836,243.439848
205837,245.206679
205838,169.47827
205839,183.605202
205840,134.10732
205841,46.37412
205842,203.714705
205843,207.169344
205844,156.239349
205845,263.60315099999997
205846,279.933199
205847,186.58097
205848,74.71689599999999
205849,85.237597
205850,180.71469
205851,162.80246200000002
205852,216.38172799999998
205853,124.331295
205854,252.910027
205855,269.583816
205856,302.864481
205857,160.42622
205858,302.76759300000003
205859,195.13227
205860,106.69096499999999
205861,57.698544999999996
205862,185.82888400000002
205863,139.886672
205864,219.798279
205865,133.46293400000002
205866,163.397663
205867,252.054465
205868,264.94913199999996
205869,171.27941
205870,302.232886
205871,176.047442
205872,220.06413199999997
205873,175.823327
205874,305.55464
205875,206.922891
205876,288.36494300000004
205877,239.708904
205878,201.030139
205879,163.684302
205880,154.215816
205881,240.574125
205882,148.555262
205883,143.826571
205884,106.1458
205885,186.052269
205886,261.273521
205887,375.101478
205888,280.732981
205889,360.99669900000004
205890,221.21999100000002
205891,151.364786
205892,226.85659700000002
205893,118.091599
205894,322.49838700000004
205895,309.56953
205896,143.697866
205897,307.246347
205898,195.05993600000002
205899,120.329102
205900,214.21834700000002
205901,189.883712
205902,299.908005
205903,274.495638
205904,163.718807
205905,250.48419700000002
205906,175.125279
205907,177.980854
205908,299.733745
205909,157.102109
205910,205.680307
205911,212.42123199999997
205912,26.961001
205913,78.563583
205914,204.496194
205915,235.42923900000002
205916,255.403847
205917,214.557234
205918,327.734148
205919,217.675791
205920,124.72568100000001
205921,200.969413
205922,64.55184200000001
205923,206.90920400000002
205924,304.589725
205925,188.505098
205926,228.97759700000003
205927,312.021954
205928,97.667539
205929,165.103575
205930,277.43151800000004
205931,62.046496
205932,301.774181
205933,298.146494
205934,225.459462
205935,141.404688
205936,281.618571
205937,128.816265
205938,322.154703
205939,270.33329399999997
205940,294.43417
205941,96.427964
205942,48.104983000000004
205943,248.450748
205944,125.98760700000001
205945,319.841978
205946,198.8959
205947,239.01496600000002
205948,52.261247
205949,82.760366
205950,227.328183
205951,249.044487
205952,141.912184
205953,334.646856
205954,182.46049
205955,217.191646
205956,184.684813
205957,421.955892
205958,78.009721
205959,303.567175
205960,311.275169
205961,288.18200299999995
205962,222.30494
205963,355.53680299999996
205964,302.98516800000004
205965,112.701777
205966,235.37961299999998
205967,133.621616
205968,292.60693100000003
205969,280.389548
205970,142.68236000000002
205971,77.007981
205972,227.00347200000002
205973,256.15200600000003
205974,116.20875900000001
205975,186.664604
205976,243.199605
205977,355.515275
205978,117.38414399999999
205979,279.624288
205980,185.145754
205981,108.486777
205982,127.09581299999999
205983,52.99929100000001
205984,190.186475
205985,305.244919
205986,115.103472
205987,185.379705
205988,119.427582
205989,302.006479
205990,25.690786
205991,183.323671
205992,176.913938
205993,204.523617
205994,162.556898
205995,182.28843899999998
205996,242.382785
205997,97.204323
205998,313.317949
205999,236.97658900000002
206000,172.336145
206001,113.63638999999999
206002,218.482391
206003,94.166863
206004,174.352443
206005,159.289775
206006,303.985883
206007,249.10743599999998
206008,234.54811099999998
206009,115.370056
206010,46.882286
206011,164.593899
206012,227.618556
206013,360.217475
206014,71.775083
206015,293.978817
206016,150.477529
206017,295.474431
206018,72.984291
206019,315.49172599999997
206020,127.797676
206021,323.53687599999995
206022,148.21641100000002
206023,317.867343
206024,54.755706999999994
206025,269.51889
206026,141.25649199999998
206027,203.993461
206028,311.810017
206029,310.108472
206030,331.89388399999996
206031,102.592411
206032,310.053431
206033,291.814166
206034,205.57136699999998
206035,72.945362
206036,73.016356
206037,92.66166899999999
206038,146.057864
206039,223.88980099999998
206040,323.974539
206041,391.734059
206042,267.59666699999997
206043,258.412465
206044,212.19434500000003
206045,59.886474
206046,187.382529
206047,341.590801
206048,311.490852
206049,104.03511
206050,328.66697200000004
206051,96.438285
206052,147.631744
206053,227.734146
206054,250.266141
206055,168.98204199999998
206056,117.072162
206057,155.023235
206058,209.453401
206059,299.67256299999997
206060,367.54879500000004
206061,19.552151000000002
206062,176.478222
206063,203.26061299999998
206064,126.395296
206065,345.259736
206066,244.99212000000003
206067,85.561634
206068,189.971225
206069,238.24752400000003
206070,224.740482
206071,190.514048
206072,216.666079
206073,47.773998
206074,156.329984
206075,219.95832799999997
206076,149.47641299999998
206077,209.53432800000002
206078,168.712352
206079,248.195235
206080,138.374804
206081,223.915044
206082,136.939529
206083,194.63806599999998
206084,281.599619
206085,249.044341
206086,204.645982
206087,314.275194
206088,148.679144
206089,382.359383
206090,210.23848399999997
206091,174.126565
206092,220.88388999999998
206093,214.25167799999997
206094,238.936346
206095,296.507553
206096,244.92368199999999
206097,228.54313100000002
206098,179.120668
206099,196.582629
206100,256.067396
206101,274.57052400000003
206102,215.169654
206103,313.193453
206104,114.855935
206105,91.93026
206106,220.69826600000002
206107,155.074974
206108,76.753007
206109,257.796304
206110,149.021792
206111,151.211855
206112,78.75534
206113,156.17136200000002
206114,253.01104500000002
206115,275.208217
206116,102.868481
206117,162.928852
206118,114.016255
206119,307.56299900000005
206120,43.890919
206121,359.34148999999996
206122,137.178436
206123,153.237643
